detection_id,customer_id,product_id,timestamp,location,altitude_m,detected_object,confidence,alert_level,processed
673,145,2,2024-02-28 09:22:00,CopenhagenAirport,148,bird,0.926,low,True
674,4,4,2024-01-14 06:49:00,CopenhagenHarbor,92,bird,0.764,medium,False
675,148,4,2024-01-02 02:31:00,EsbjergPort,103,bird,0.748,medium,True
676,47,2,2024-01-08 20:23:00,BillundAirport,72,bird,0.818,medium,True
677,143,1,2024-01-22 05:21:00,CopenhagenHarbor,119,bird,0.969,medium,True
678,47,8,2024-02-19 19:19:00,CopenhagenAirport,143,bird,0.906,low,True
679,78,15,2024-02-29 21:11:00,BillundAirport,187,unknown,0.468,low,False
680,124,2,2024-01-06 01:54:00,BillundAirport,64,unknown,0.458,medium,True
681,75,8,2024-01-14 15:03:00,OdenseIndustrial,156,bird,0.724,medium,True
682,103,9,2024-02-16 23:55:00,OdenseIndustrial,124,drone,0.986,medium,False
683,137,11,2024-02-15 04:42:00,AarhusPort,169,bird,0.893,low,True
684,90,5,2024-02-28 01:44:00,OdenseIndustrial,165,drone,0.783,medium,True
685,144,4,2024-01-24 00:10:00,EsbjergPort,125,drone,0.87,high,False
686,69,4,2024-02-05 22:36:00,BillundAirport,62,unknown,0.733,medium,True
687,61,8,2024-01-19 06:12:00,OdenseIndustrial,186,bird,0.98,low,True
688,138,10,2024-02-29 20:46:00,AarhusPort,153,drone,0.751,high,False
689,50,2,2024-02-18 02:34:00,CopenhagenAirport,67,bird,0.888,low,True
690,3,4,2024-01-02 17:09:00,EsbjergPort,145,unknown,0.417,medium,True
691,107,13,2024-02-07 11:07:00,OdenseIndustrial,26,bird,0.908,low,True
692,113,10,2024-01-16 15:34:00,BillundAirport,35,drone,0.925,high,True
693,94,15,2024-02-14 04:20:00,CopenhagenAirport,148,drone,0.895,high,True
694,118,9,2024-02-03 22:34:00,BillundAirport,134,drone,0.878,high,True
695,81,5,2024-02-04 12:28:00,CopenhagenAirport,56,bird,0.959,low,True
696,109,7,2024-02-21 18:33:00,EsbjergPort,184,unknown,0.548,low,True
697,51,8,2024-02-17 11:04:00,BillundAirport,144,bird,0.796,medium,True
698,147,1,2024-02-04 02:58:00,OdenseIndustrial,100,drone,0.772,medium,False
699,35,7,2024-02-07 17:02:00,OdenseIndustrial,81,bird,0.987,medium,True
700,46,8,2024-02-03 01:58:00,AarhusPort,91,bird,0.813,medium,True
701,69,2,2024-02-24 08:09:00,CopenhagenAirport,144,bird,0.912,medium,True
702,93,10,2024-01-02 21:19:00,AarhusPort,180,bird,0.899,low,True
703,64,7,2024-01-16 21:30:00,CopenhagenHarbor,85,bird,0.762,low,False
704,49,14,2024-02-23 15:16:00,OdenseIndustrial,49,bird,0.769,low,True
705,149,1,2024-01-26 08:29:00,CopenhagenAirport,39,bird,0.782,low,True
706,74,3,2024-01-30 12:54:00,EsbjergPort,101,drone,0.819,high,True
707,5,7,2024-01-14 01:07:00,AarhusPort,126,drone,0.768,high,True
708,100,3,2024-02-03 22:05:00,EsbjergPort,171,bird,0.706,low,True
709,70,8,2024-02-10 05:32:00,EsbjergPort,151,bird,0.955,medium,True
710,90,9,2024-01-23 23:02:00,EsbjergPort,56,bird,0.98,low,True
711,4,2,2024-02-22 13:53:00,AarhusPort,151,bird,0.799,low,True
712,126,7,2024-02-11 23:41:00,CopenhagenHarbor,96,drone,0.798,high,True
713,39,7,2024-02-22 08:58:00,AarhusPort,108,drone,0.702,high,True
714,129,4,2024-02-16 07:12:00,BillundAirport,165,bird,0.897,low,True
715,24,14,2024-01-25 04:32:00,OdenseIndustrial,107,bird,0.939,medium,True
716,57,11,2024-01-23 04:46:00,AarhusPort,195,bird,0.743,low,True
717,100,8,2024-02-20 09:05:00,AarhusPort,52,drone,0.746,medium,True
718,70,8,2024-01-10 00:27:00,CopenhagenHarbor,77,unknown,0.541,low,True
719,41,6,2024-01-26 21:51:00,BillundAirport,47,bird,0.879,medium,True
720,60,13,2024-01-22 22:15:00,AarhusPort,54,bird,0.713,low,True
721,108,8,2024-02-14 08:12:00,OdenseIndustrial,144,drone,0.881,high,True
722,57,8,2024-01-01 16:47:00,OdenseIndustrial,157,unknown,0.525,medium,True
723,31,12,2024-02-19 07:01:00,AarhusPort,84,bird,0.807,medium,True
724,84,3,2024-02-22 22:42:00,EsbjergPort,61,bird,0.923,low,True
725,36,10,2024-02-02 23:57:00,EsbjergPort,104,bird,0.935,low,True
726,108,2,2024-01-21 07:37:00,BillundAirport,156,bird,0.816,low,True
727,106,4,2024-01-30 07:27:00,OdenseIndustrial,130,bird,0.975,low,True
728,86,4,2024-01-10 05:21:00,EsbjergPort,34,bird,0.818,medium,False
729,135,15,2024-02-12 12:46:00,OdenseIndustrial,88,bird,0.924,low,True
730,14,12,2024-01-01 23:55:00,BillundAirport,124,bird,0.84,medium,True
731,120,8,2024-01-19 12:20:00,BillundAirport,169,drone,0.96,critical,True
732,138,8,2024-01-04 12:44:00,EsbjergPort,83,bird,0.963,medium,True
733,80,7,2024-02-27 01:57:00,AarhusPort,60,bird,0.725,low,True
734,144,14,2024-01-10 09:07:00,CopenhagenAirport,90,bird,0.972,low,False
735,106,6,2024-02-20 09:55:00,CopenhagenHarbor,75,bird,0.939,low,True
736,70,5,2024-02-28 04:47:00,CopenhagenAirport,170,unknown,0.566,high,True
737,44,2,2024-02-01 14:59:00,CopenhagenAirport,44,bird,0.758,medium,True
738,73,10,2024-01-06 04:51:00,OdenseIndustrial,124,bird,0.933,low,False
739,45,8,2024-02-04 20:32:00,BillundAirport,153,drone,0.947,medium,True
740,107,5,2024-02-25 19:55:00,OdenseIndustrial,138,bird,0.784,low,True
741,84,1,2024-02-14 08:48:00,EsbjergPort,181,unknown,0.556,medium,True
742,82,11,2024-02-21 02:49:00,CopenhagenHarbor,28,bird,0.714,low,False
743,107,1,2024-01-07 07:17:00,EsbjergPort,79,bird,0.743,medium,True
744,21,8,2024-01-15 13:13:00,AarhusPort,144,bird,0.856,low,True
745,7,15,2024-02-23 09:59:00,CopenhagenHarbor,68,bird,0.867,low,True
746,70,5,2024-02-17 03:29:00,OdenseIndustrial,70,drone,0.887,high,True
747,127,2,2024-01-17 13:01:00,OdenseIndustrial,89,drone,0.705,medium,True
748,143,8,2024-01-27 02:07:00,EsbjergPort,56,bird,0.979,low,True
749,148,10,2024-01-18 06:20:00,OdenseIndustrial,50,bird,0.713,low,True
750,143,7,2024-01-15 17:15:00,OdenseIndustrial,188,drone,0.741,high,True
751,149,15,2024-02-23 19:15:00,CopenhagenAirport,81,unknown,0.454,low,True
752,120,1,2024-01-15 21:07:00,AarhusPort,112,bird,0.864,low,True
753,128,7,2024-01-19 19:23:00,CopenhagenAirport,33,bird,0.97,low,True
754,142,8,2024-02-09 20:12:00,OdenseIndustrial,183,bird,0.893,low,True
755,57,12,2024-01-31 14:24:00,BillundAirport,183,drone,0.939,medium,True
756,58,2,2024-01-06 10:13:00,CopenhagenAirport,98,bird,0.704,low,True
757,21,10,2024-01-22 22:38:00,OdenseIndustrial,27,bird,0.857,low,True
758,82,7,2024-01-19 19:22:00,OdenseIndustrial,173,drone,0.833,high,True
759,69,5,2024-01-21 07:21:00,AarhusPort,55,bird,0.845,low,True
760,131,2,2024-01-31 22:49:00,EsbjergPort,67,bird,0.721,low,True
761,87,12,2024-01-09 03:45:00,CopenhagenHarbor,104,bird,0.898,low,True
762,49,2,2024-01-19 01:49:00,CopenhagenAirport,47,bird,0.846,medium,True
763,147,4,2024-01-10 01:05:00,CopenhagenAirport,70,bird,0.922,low,True
764,115,3,2024-01-10 22:08:00,CopenhagenAirport,123,bird,0.841,low,True
765,89,12,2024-01-05 13:00:00,OdenseIndustrial,189,bird,0.743,medium,True
766,85,8,2024-02-26 21:58:00,AarhusPort,120,bird,0.888,low,True
767,128,10,2024-02-17 19:58:00,OdenseIndustrial,48,drone,0.75,high,True
768,140,3,2024-01-30 01:26:00,OdenseIndustrial,146,drone,0.953,critical,True
769,117,8,2024-02-22 17:32:00,EsbjergPort,101,bird,0.878,medium,True
770,127,7,2024-01-13 03:22:00,BillundAirport,29,bird,0.746,low,True
771,71,11,2024-01-17 06:11:00,AarhusPort,125,bird,0.979,low,False
772,86,13,2024-02-05 09:35:00,CopenhagenAirport,186,bird,0.85,medium,True
773,33,1,2024-02-12 01:05:00,CopenhagenHarbor,20,bird,0.721,low,True
774,81,8,2024-02-24 17:17:00,CopenhagenAirport,58,drone,0.882,high,True
775,61,1,2024-02-06 07:47:00,OdenseIndustrial,40,bird,0.773,medium,True
776,61,7,2024-01-03 03:33:00,AarhusPort,84,bird,0.933,low,True
777,98,3,2024-02-23 15:38:00,AarhusPort,34,bird,0.937,low,True
778,28,4,2024-01-16 07:22:00,AarhusPort,151,drone,0.984,medium,True
779,43,4,2024-02-06 18:10:00,BillundAirport,80,bird,0.846,medium,True
780,86,8,2024-01-31 20:13:00,CopenhagenAirport,167,drone,0.832,high,False
781,17,4,2024-01-24 10:36:00,BillundAirport,157,bird,0.919,low,True
782,98,8,2024-02-06 23:48:00,EsbjergPort,106,drone,0.738,high,False
783,98,5,2024-01-28 05:34:00,CopenhagenHarbor,124,drone,0.859,medium,True
784,65,1,2024-02-26 20:31:00,EsbjergPort,53,bird,0.858,low,True
785,74,10,2024-01-20 20:42:00,OdenseIndustrial,143,bird,0.726,medium,True
786,85,3,2024-02-07 00:51:00,BillundAirport,129,bird,0.821,low,True
787,5,5,2024-02-03 23:01:00,BillundAirport,195,bird,0.947,low,False
788,2,8,2024-02-14 00:56:00,EsbjergPort,52,drone,0.948,high,True
789,22,4,2024-01-23 08:36:00,OdenseIndustrial,117,drone,0.729,high,True
790,112,1,2024-01-04 21:46:00,AarhusPort,80,drone,0.726,high,False
791,57,4,2024-01-06 03:44:00,OdenseIndustrial,29,drone,0.776,high,True
792,66,14,2024-01-09 22:17:00,CopenhagenAirport,103,bird,0.954,medium,True
793,74,8,2024-01-14 21:02:00,EsbjergPort,84,bird,0.737,low,True
794,98,8,2024-02-23 10:41:00,OdenseIndustrial,96,drone,0.909,medium,True
795,144,8,2024-01-02 09:00:00,AarhusPort,20,bird,0.729,low,True
796,112,2,2024-02-03 12:50:00,OdenseIndustrial,152,drone,0.881,high,True
797,125,5,2024-01-19 08:31:00,BillundAirport,99,bird,0.803,medium,True
798,86,9,2024-02-29 00:16:00,CopenhagenHarbor,34,bird,0.929,medium,True
799,76,2,2024-02-27 10:31:00,BillundAirport,47,unknown,0.61,high,True
800,88,3,2024-01-19 07:45:00,CopenhagenHarbor,42,bird,0.885,low,False
801,38,3,2024-01-27 11:58:00,OdenseIndustrial,128,unknown,0.533,medium,True
802,59,5,2024-01-16 23:39:00,CopenhagenAirport,126,unknown,0.616,high,True
803,138,15,2024-01-13 22:39:00,OdenseIndustrial,164,drone,0.953,high,True
804,99,1,2024-02-29 09:30:00,AarhusPort,132,drone,0.737,high,True
805,63,7,2024-01-15 23:23:00,OdenseIndustrial,117,bird,0.951,medium,True
806,49,2,2024-01-28 07:41:00,CopenhagenHarbor,160,drone,0.872,medium,True
807,32,15,2024-01-05 00:16:00,BillundAirport,161,bird,0.737,medium,False
808,135,2,2024-01-26 07:24:00,CopenhagenAirport,158,bird,0.824,low,True
809,21,5,2024-02-17 20:36:00,OdenseIndustrial,47,drone,0.747,high,True
810,20,8,2024-01-07 01:11:00,OdenseIndustrial,61,bird,0.903,low,True
811,127,8,2024-02-21 14:38:00,BillundAirport,118,bird,0.92,medium,True
812,68,5,2024-02-27 14:50:00,CopenhagenAirport,80,bird,0.731,low,True
813,110,4,2024-02-29 09:53:00,EsbjergPort,142,bird,0.847,medium,True
814,116,5,2024-01-22 07:47:00,OdenseIndustrial,83,drone,0.936,medium,True
815,143,3,2024-01-28 03:50:00,OdenseIndustrial,50,bird,0.971,low,False
816,120,2,2024-02-12 21:48:00,EsbjergPort,100,unknown,0.469,low,True
817,79,6,2024-02-27 13:19:00,CopenhagenHarbor,29,drone,0.976,critical,True
818,116,3,2024-01-27 23:07:00,CopenhagenHarbor,27,drone,0.855,high,True
819,92,3,2024-01-04 22:15:00,AarhusPort,168,bird,0.814,medium,True
820,14,8,2024-02-01 03:39:00,BillundAirport,78,drone,0.946,high,True
821,125,15,2024-02-07 05:45:00,CopenhagenAirport,197,bird,0.843,low,True
822,58,7,2024-02-06 04:18:00,OdenseIndustrial,49,drone,0.837,medium,True
823,28,1,2024-01-11 14:11:00,OdenseIndustrial,164,bird,0.842,medium,True
824,26,1,2024-01-01 08:46:00,AarhusPort,39,drone,0.946,high,True
825,113,14,2024-02-17 18:00:00,OdenseIndustrial,67,unknown,0.521,low,True
826,66,3,2024-02-03 05:17:00,BillundAirport,149,bird,0.817,low,True
827,131,1,2024-01-09 00:16:00,AarhusPort,56,bird,0.797,medium,True
828,44,7,2024-01-20 19:41:00,BillundAirport,148,drone,0.843,high,True
829,97,8,2024-02-24 22:03:00,AarhusPort,151,bird,0.866,low,True
830,42,8,2024-02-05 10:27:00,OdenseIndustrial,119,drone,0.769,medium,True
831,6,3,2024-01-24 23:31:00,AarhusPort,73,bird,0.93,medium,True
832,23,1,2024-01-07 01:12:00,CopenhagenHarbor,141,bird,0.841,low,True
833,89,15,2024-02-15 10:55:00,CopenhagenAirport,44,unknown,0.518,medium,True
834,123,3,2024-02-21 21:44:00,OdenseIndustrial,150,drone,0.731,high,True
835,147,8,2024-01-04 13:09:00,EsbjergPort,28,drone,0.769,high,True
836,51,8,2024-02-04 05:08:00,CopenhagenAirport,53,bird,0.975,medium,True
837,11,7,2024-02-07 22:15:00,OdenseIndustrial,62,drone,0.788,medium,True
838,12,4,2024-02-27 07:03:00,CopenhagenAirport,93,bird,0.749,low,True
839,74,3,2024-01-21 15:59:00,CopenhagenHarbor,113,drone,0.834,high,True
840,8,7,2024-02-29 12:28:00,CopenhagenAirport,41,drone,0.789,medium,True
841,41,12,2024-02-11 17:52:00,AarhusPort,89,bird,0.71,low,True
842,85,14,2024-01-19 11:09:00,CopenhagenAirport,149,bird,0.794,low,True
843,72,2,2024-01-21 20:15:00,OdenseIndustrial,113,bird,0.858,low,True
844,55,2,2024-01-21 03:29:00,EsbjergPort,51,drone,0.86,high,True
845,137,14,2024-02-27 20:29:00,EsbjergPort,125,bird,0.803,low,True
846,47,8,2024-02-13 02:06:00,BillundAirport,163,drone,0.83,high,True
847,143,12,2024-01-19 03:43:00,CopenhagenAirport,20,bird,0.98,low,True
848,104,2,2024-01-05 06:34:00,EsbjergPort,91,drone,0.809,high,True
849,42,7,2024-01-16 03:24:00,CopenhagenAirport,195,drone,0.775,medium,True
850,60,8,2024-01-29 22:48:00,EsbjergPort,69,bird,0.771,low,True
851,12,8,2024-02-14 15:28:00,CopenhagenAirport,160,bird,0.833,medium,True
852,130,5,2024-02-05 13:15:00,OdenseIndustrial,34,bird,0.92,low,True
853,7,1,2024-01-15 07:01:00,CopenhagenAirport,72,drone,0.76,high,True
854,80,7,2024-02-06 13:28:00,OdenseIndustrial,191,drone,0.906,high,True
855,131,3,2024-01-21 21:27:00,OdenseIndustrial,27,bird,0.706,medium,True
856,109,6,2024-02-04 16:10:00,BillundAirport,93,drone,0.821,medium,True
857,3,14,2024-01-23 21:41:00,EsbjergPort,65,bird,0.925,low,True
858,27,5,2024-02-18 02:58:00,AarhusPort,88,bird,0.798,low,False
859,114,11,2024-02-02 01:27:00,OdenseIndustrial,133,unknown,0.441,low,False
860,107,2,2024-02-22 07:04:00,EsbjergPort,166,bird,0.759,low,True
861,40,8,2024-01-31 03:28:00,CopenhagenHarbor,185,bird,0.915,medium,False
862,129,15,2024-01-28 10:19:00,CopenhagenAirport,142,bird,0.715,low,True
863,8,2,2024-02-06 07:09:00,CopenhagenHarbor,158,bird,0.947,low,True
864,101,1,2024-01-27 18:39:00,CopenhagenAirport,136,bird,0.757,low,True
865,124,5,2024-02-21 14:39:00,BillundAirport,62,bird,0.954,low,True
866,107,1,2024-02-03 21:07:00,OdenseIndustrial,39,drone,0.802,high,True
867,101,9,2024-01-25 15:28:00,AarhusPort,167,bird,0.91,medium,False
868,4,13,2024-02-21 16:41:00,OdenseIndustrial,40,bird,0.793,low,True
869,110,5,2024-02-21 20:23:00,CopenhagenAirport,101,bird,0.963,low,True
870,19,3,2024-01-16 13:51:00,AarhusPort,76,bird,0.737,low,True
871,32,5,2024-02-12 20:01:00,OdenseIndustrial,197,drone,0.752,high,True
872,137,8,2024-02-14 02:03:00,AarhusPort,93,unknown,0.528,low,True
873,12,1,2024-02-04 03:13:00,CopenhagenAirport,117,bird,0.724,low,True
874,139,7,2024-01-05 10:08:00,BillundAirport,173,drone,0.757,high,True
875,46,7,2024-01-20 01:04:00,BillundAirport,177,bird,0.974,low,True
876,119,8,2024-02-01 06:04:00,OdenseIndustrial,129,bird,0.983,medium,True
877,16,2,2024-02-28 05:49:00,CopenhagenHarbor,134,bird,0.809,low,True
878,129,8,2024-02-09 13:45:00,CopenhagenAirport,178,bird,0.968,medium,False
879,63,1,2024-02-04 18:29:00,OdenseIndustrial,61,bird,0.858,low,True
880,109,2,2024-02-06 08:06:00,OdenseIndustrial,87,drone,0.778,high,True
881,119,12,2024-02-26 07:01:00,BillundAirport,89,bird,0.904,low,True
882,21,8,2024-01-17 05:58:00,AarhusPort,97,unknown,0.559,high,True
883,13,1,2024-02-05 07:41:00,CopenhagenAirport,109,bird,0.987,low,False
884,4,2,2024-02-22 16:57:00,AarhusPort,130,bird,0.777,low,True
885,102,2,2024-02-26 21:05:00,EsbjergPort,131,drone,0.895,high,True
886,59,3,2024-02-17 14:57:00,EsbjergPort,122,bird,0.715,low,True
887,128,2,2024-02-15 14:01:00,CopenhagenAirport,164,bird,0.733,low,False
888,27,1,2024-01-07 07:18:00,CopenhagenHarbor,38,drone,0.701,high,True
889,69,6,2024-01-18 08:43:00,EsbjergPort,198,unknown,0.57,low,True
890,25,8,2024-02-13 14:08:00,BillundAirport,89,drone,0.933,critical,True
891,131,7,2024-02-05 10:47:00,CopenhagenHarbor,82,drone,0.928,critical,True
892,97,8,2024-02-19 17:46:00,OdenseIndustrial,94,drone,0.848,high,True
893,25,1,2024-02-10 01:00:00,EsbjergPort,177,unknown,0.487,low,True
894,148,14,2024-02-04 13:46:00,BillundAirport,172,bird,0.744,low,True
895,126,11,2024-01-02 08:05:00,OdenseIndustrial,123,bird,0.783,low,True
896,133,10,2024-02-28 07:36:00,CopenhagenHarbor,94,bird,0.809,low,True
897,9,11,2024-01-19 01:35:00,CopenhagenAirport,147,bird,0.919,medium,True
898,116,14,2024-01-24 03:20:00,OdenseIndustrial,173,drone,0.857,medium,True
899,134,7,2024-02-15 01:21:00,AarhusPort,75,drone,0.722,high,True
900,60,2,2024-01-19 06:09:00,CopenhagenAirport,41,bird,0.705,medium,True
901,121,7,2024-01-03 08:29:00,CopenhagenAirport,108,bird,0.73,medium,True
902,139,9,2024-01-18 20:03:00,CopenhagenHarbor,38,drone,0.819,high,True
903,108,8,2024-01-10 11:09:00,CopenhagenHarbor,178,bird,0.971,low,True
904,108,7,2024-02-12 17:50:00,BillundAirport,45,drone,0.885,high,True
905,131,1,2024-01-18 05:46:00,BillundAirport,189,bird,0.933,low,True
906,76,4,2024-01-19 11:50:00,AarhusPort,188,bird,0.835,low,True
907,30,13,2024-02-02 01:23:00,CopenhagenAirport,42,bird,0.805,low,True
908,21,7,2024-02-16 03:15:00,AarhusPort,66,bird,0.731,low,True
909,34,7,2024-01-09 02:13:00,AarhusPort,32,drone,0.954,critical,True
910,41,3,2024-01-20 10:01:00,CopenhagenHarbor,85,unknown,0.542,medium,False
911,51,4,2024-02-26 21:41:00,AarhusPort,163,drone,0.749,medium,True
912,82,12,2024-02-21 11:37:00,AarhusPort,92,bird,0.849,low,True
913,58,8,2024-01-24 09:02:00,OdenseIndustrial,175,bird,0.841,low,True
914,75,10,2024-02-09 04:46:00,BillundAirport,96,drone,0.881,high,True
915,23,6,2024-01-15 18:48:00,BillundAirport,182,drone,0.974,high,True
916,128,8,2024-01-26 14:37:00,CopenhagenAirport,188,bird,0.868,medium,False
917,150,2,2024-01-11 15:13:00,BillundAirport,50,bird,0.857,low,True
918,17,8,2024-02-26 04:05:00,EsbjergPort,104,drone,0.715,high,True
919,69,5,2024-02-20 11:55:00,CopenhagenAirport,179,bird,0.718,medium,True
920,108,5,2024-01-08 04:06:00,OdenseIndustrial,78,bird,0.754,low,True
921,139,8,2024-01-02 02:00:00,BillundAirport,60,bird,0.709,low,True
922,94,14,2024-02-24 23:08:00,OdenseIndustrial,131,bird,0.916,medium,True
923,15,1,2024-02-27 18:26:00,BillundAirport,115,drone,0.91,critical,True
924,91,11,2024-01-19 13:45:00,BillundAirport,187,unknown,0.566,high,True
925,33,3,2024-01-23 03:30:00,OdenseIndustrial,141,bird,0.942,medium,True
926,125,5,2024-01-14 21:42:00,AarhusPort,175,bird,0.745,low,True
927,16,1,2024-02-06 12:19:00,AarhusPort,184,bird,0.787,low,False
928,66,4,2024-02-18 19:56:00,AarhusPort,124,bird,0.772,low,True
929,47,7,2024-02-28 05:27:00,EsbjergPort,93,bird,0.808,low,True
930,148,1,2024-01-20 17:00:00,AarhusPort,151,drone,0.774,high,True
931,124,6,2024-01-02 15:16:00,BillundAirport,118,bird,0.842,medium,True
932,1,13,2024-02-18 20:06:00,CopenhagenHarbor,145,bird,0.818,low,True
933,87,2,2024-01-14 22:09:00,OdenseIndustrial,157,bird,0.986,low,True
934,128,9,2024-02-22 13:57:00,CopenhagenHarbor,194,bird,0.716,low,True
935,67,5,2024-01-12 04:02:00,EsbjergPort,94,bird,0.741,low,True
936,4,8,2024-01-01 11:01:00,CopenhagenHarbor,33,bird,0.715,medium,False
937,47,3,2024-01-26 23:32:00,CopenhagenAirport,57,unknown,0.598,low,True
938,38,2,2024-01-03 00:40:00,AarhusPort,159,bird,0.716,medium,True
939,143,2,2024-02-11 21:15:00,EsbjergPort,64,bird,0.943,low,True
940,21,1,2024-02-25 06:01:00,BillundAirport,164,drone,0.848,high,True
941,57,2,2024-01-07 05:06:00,AarhusPort,182,unknown,0.686,low,True
942,117,8,2024-02-01 14:20:00,AarhusPort,94,bird,0.863,low,True
943,46,12,2024-01-12 07:49:00,CopenhagenHarbor,188,drone,0.75,high,True
944,142,10,2024-02-08 08:30:00,CopenhagenAirport,48,bird,0.757,medium,True
945,145,8,2024-01-21 20:27:00,AarhusPort,37,bird,0.792,low,True
946,39,2,2024-02-20 09:01:00,OdenseIndustrial,39,bird,0.872,low,True
947,137,3,2024-02-11 04:41:00,OdenseIndustrial,33,drone,0.761,high,True
948,99,4,2024-01-01 15:56:00,AarhusPort,181,drone,0.734,medium,True
949,77,2,2024-02-21 11:31:00,CopenhagenHarbor,196,bird,0.981,low,True
950,115,7,2024-02-03 06:28:00,CopenhagenHarbor,73,bird,0.706,medium,True
951,134,7,2024-02-24 09:39:00,BillundAirport,50,drone,0.933,critical,True
952,91,4,2024-01-19 00:43:00,EsbjergPort,77,bird,0.929,low,False
953,98,4,2024-01-28 09:23:00,EsbjergPort,123,bird,0.786,low,True
954,120,11,2024-01-28 03:03:00,EsbjergPort,189,drone,0.739,high,True
955,46,10,2024-02-26 02:58:00,CopenhagenAirport,147,drone,0.742,medium,True
956,38,4,2024-01-04 06:23:00,CopenhagenHarbor,177,drone,0.902,medium,False
957,142,13,2024-02-15 05:28:00,BillundAirport,44,drone,0.886,medium,True
958,100,14,2024-02-20 01:39:00,OdenseIndustrial,38,bird,0.927,medium,True
959,72,4,2024-01-18 22:49:00,EsbjergPort,155,drone,0.972,critical,True
960,35,4,2024-01-23 03:00:00,OdenseIndustrial,22,drone,0.901,medium,True
961,147,7,2024-01-22 22:25:00,OdenseIndustrial,105,bird,0.745,low,True
962,30,14,2024-01-16 06:55:00,AarhusPort,164,bird,0.771,low,True
963,78,12,2024-02-23 20:19:00,CopenhagenAirport,161,bird,0.944,low,True
964,84,2,2024-01-31 06:25:00,BillundAirport,28,bird,0.761,medium,True
965,113,5,2024-01-19 17:18:00,CopenhagenAirport,113,drone,0.721,high,True
966,25,7,2024-01-19 01:37:00,AarhusPort,168,drone,0.904,critical,False
967,88,7,2024-02-23 06:27:00,BillundAirport,184,bird,0.817,low,True
968,14,2,2024-02-01 11:50:00,BillundAirport,158,bird,0.967,low,True
969,102,12,2024-01-09 11:21:00,CopenhagenHarbor,39,unknown,0.651,low,True
970,150,8,2024-01-21 10:26:00,CopenhagenAirport,54,bird,0.726,low,False
971,83,11,2024-01-13 08:18:00,CopenhagenAirport,72,bird,0.975,medium,False
972,110,12,2024-02-01 10:01:00,CopenhagenHarbor,194,bird,0.775,medium,True
973,131,9,2024-01-30 07:49:00,OdenseIndustrial,129,bird,0.798,medium,True
974,19,5,2024-02-03 14:04:00,AarhusPort,199,bird,0.817,medium,True
975,28,7,2024-02-28 22:38:00,CopenhagenAirport,155,bird,0.715,low,False
976,71,2,2024-02-09 14:56:00,CopenhagenHarbor,23,bird,0.844,low,True
977,63,8,2024-01-20 02:10:00,BillundAirport,174,bird,0.736,low,True
978,73,2,2024-01-14 20:55:00,EsbjergPort,191,bird,0.816,low,True
979,124,8,2024-01-19 13:23:00,CopenhagenHarbor,187,bird,0.802,low,False
980,119,2,2024-01-17 03:59:00,EsbjergPort,121,drone,0.924,high,True
981,121,2,2024-02-24 09:01:00,OdenseIndustrial,66,drone,0.933,high,True
982,19,2,2024-01-09 00:41:00,AarhusPort,113,bird,0.744,medium,True
983,142,1,2024-02-15 21:01:00,EsbjergPort,191,bird,0.806,low,True
984,120,8,2024-02-04 03:13:00,OdenseIndustrial,67,drone,0.808,high,True
985,61,8,2024-01-24 00:22:00,EsbjergPort,110,bird,0.744,low,False
986,30,7,2024-01-19 16:36:00,BillundAirport,199,bird,0.932,low,False
987,9,2,2024-02-14 16:04:00,BillundAirport,103,drone,0.905,high,True
988,64,1,2024-02-01 05:25:00,BillundAirport,87,drone,0.755,medium,True
989,120,1,2024-01-04 05:28:00,BillundAirport,158,drone,0.806,medium,True
990,52,2,2024-01-25 09:33:00,CopenhagenHarbor,144,bird,0.731,low,False
991,89,12,2024-02-05 04:37:00,BillundAirport,92,drone,0.882,high,True
992,142,2,2024-02-18 16:55:00,BillundAirport,23,bird,0.735,medium,True
993,53,4,2024-01-25 08:06:00,CopenhagenHarbor,95,drone,0.986,critical,False
994,78,2,2024-02-02 16:24:00,BillundAirport,92,bird,0.926,low,True
995,41,2,2024-02-18 03:50:00,OdenseIndustrial,96,bird,0.813,low,True
996,68,7,2024-02-01 20:53:00,OdenseIndustrial,67,drone,0.868,medium,True
997,8,7,2024-02-12 13:12:00,CopenhagenAirport,173,bird,0.964,low,True
998,2,2,2024-02-16 23:29:00,OdenseIndustrial,121,bird,0.861,medium,True
999,105,1,2024-02-14 21:54:00,AarhusPort,125,unknown,0.544,low,True
1000,125,5,2024-01-10 13:20:00,AarhusPort,96,bird,0.81,low,True
