transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,currency,total_amount,billing_type
892,12,13,2024-11-11,15396,0.004,EUR,61.58,usage
893,75,5,2024-07-03,18,149.0,EUR,2682.0,subscription
894,129,11,2024-06-21,1,2000.0,EUR,2000.0,project
895,27,12,2023-07-03,49274,0.005,EUR,246.37,usage
896,12,5,2024-03-10,4,149.0,EUR,596.0,subscription
897,30,14,2024-10-17,32016,0.003,EUR,96.05,usage
898,9,10,2024-11-17,15,99.0,EUR,1485.0,subscription
899,53,2,2024-03-12,1,599.0,EUR,599.0,subscription
900,54,12,2023-11-27,5789,0.005,EUR,28.95,usage
901,49,11,2024-10-30,2,2000.0,EUR,4000.0,project
902,4,11,2024-04-04,2,2000.0,EUR,4000.0,project
903,79,5,2023-08-28,16,149.0,EUR,2384.0,subscription
904,91,15,2024-09-18,2,5000.0,EUR,10000.0,project
905,79,12,2023-10-21,46331,0.005,EUR,231.66,usage
906,103,7,2024-10-31,1,399.0,EUR,399.0,subscription
907,111,2,2024-08-10,1,599.0,EUR,599.0,subscription
908,58,14,2024-07-01,35626,0.003,EUR,106.88,usage
909,82,13,2023-08-29,49503,0.004,EUR,198.01,usage
910,132,6,2024-05-24,2,129.0,EUR,258.0,subscription
911,22,7,2024-10-11,1,399.0,EUR,399.0,subscription
912,131,5,2023-09-01,3,149.0,EUR,447.0,subscription
913,79,9,2023-12-31,5,2499.0,EUR,12495.0,annual
914,99,14,2024-05-06,9833,0.003,EUR,29.5,usage
915,38,4,2024-12-19,19,79.0,EUR,1501.0,subscription
916,117,14,2023-12-24,47903,0.003,EUR,143.71,usage
917,26,14,2024-09-01,34491,0.003,EUR,103.47,usage
918,136,13,2023-09-11,30473,0.004,EUR,121.89,usage
919,50,10,2023-12-14,2,99.0,EUR,198.0,subscription
920,38,15,2024-02-10,4,5000.0,EUR,20000.0,project
921,138,1,2023-07-09,1,299.0,EUR,299.0,subscription
922,42,14,2024-02-21,1339,0.003,EUR,4.02,usage
923,37,8,2023-07-28,1,499.0,EUR,499.0,subscription
924,140,15,2023-07-27,1,5000.0,EUR,5000.0,project
925,49,8,2024-01-12,1,499.0,EUR,499.0,subscription
926,142,7,2024-01-19,1,399.0,EUR,399.0,subscription
927,46,8,2023-09-23,1,499.0,EUR,499.0,subscription
928,29,2,2023-07-30,1,599.0,EUR,599.0,subscription
929,12,3,2024-10-08,14,1999.0,EUR,27986.0,annual
930,116,9,2023-10-07,15,2499.0,EUR,37485.0,annual
931,82,1,2024-01-06,1,299.0,EUR,299.0,subscription
932,44,8,2023-07-12,1,499.0,EUR,499.0,subscription
933,2,8,2023-07-30,1,499.0,EUR,499.0,subscription
934,17,7,2023-08-07,1,399.0,EUR,399.0,subscription
935,138,13,2024-04-19,20435,0.004,EUR,81.74,usage
936,18,14,2024-06-24,34194,0.003,EUR,102.58,usage
937,22,11,2023-12-27,3,2000.0,EUR,6000.0,project
938,83,5,2023-10-20,7,149.0,EUR,1043.0,subscription
939,58,4,2024-09-16,12,79.0,EUR,948.0,subscription
940,53,10,2023-07-21,16,99.0,EUR,1584.0,subscription
941,1,10,2023-11-22,5,99.0,EUR,495.0,subscription
942,61,13,2024-11-10,45289,0.004,EUR,181.16,usage
943,31,15,2023-11-23,3,5000.0,EUR,15000.0,project
944,66,10,2024-09-13,6,99.0,EUR,594.0,subscription
945,147,14,2024-08-24,19866,0.003,EUR,59.6,usage
946,53,10,2024-05-11,10,99.0,EUR,990.0,subscription
947,95,6,2023-12-13,19,129.0,EUR,2451.0,subscription
948,150,12,2024-01-19,8837,0.005,EUR,44.19,usage
949,23,11,2024-11-07,5,2000.0,EUR,10000.0,project
950,143,1,2024-10-10,1,299.0,EUR,299.0,subscription
951,131,13,2024-07-19,19680,0.004,EUR,78.72,usage
952,87,5,2024-05-09,7,149.0,EUR,1043.0,subscription
953,148,14,2024-03-11,31346,0.003,EUR,94.04,usage
954,125,4,2023-07-23,14,79.0,EUR,1106.0,subscription
955,109,4,2024-06-03,16,79.0,EUR,1264.0,subscription
956,40,7,2024-11-04,1,399.0,EUR,399.0,subscription
957,121,9,2024-11-22,18,2499.0,EUR,44982.0,annual
958,39,8,2024-06-30,1,499.0,EUR,499.0,subscription
959,120,11,2024-07-06,5,2000.0,EUR,10000.0,project
960,18,13,2024-02-04,11934,0.004,EUR,47.74,usage
961,143,14,2024-10-17,31723,0.003,EUR,95.17,usage
962,37,12,2024-08-26,21405,0.005,EUR,107.03,usage
963,5,8,2024-06-20,1,499.0,EUR,499.0,subscription
964,73,5,2024-10-02,15,149.0,EUR,2235.0,subscription
965,135,6,2024-11-14,14,129.0,EUR,1806.0,subscription
966,41,2,2023-07-27,1,599.0,EUR,599.0,subscription
967,10,13,2024-02-08,23354,0.004,EUR,93.42,usage
968,68,11,2023-11-25,3,2000.0,EUR,6000.0,project
969,24,14,2024-08-27,24139,0.003,EUR,72.42,usage
970,78,3,2024-06-15,13,1999.0,EUR,25987.0,annual
971,145,5,2024-01-02,18,149.0,EUR,2682.0,subscription
972,109,2,2024-08-18,1,599.0,EUR,599.0,subscription
973,24,3,2024-09-01,12,1999.0,EUR,23988.0,annual
974,7,4,2023-08-10,15,79.0,EUR,1185.0,subscription
975,73,6,2024-07-27,9,129.0,EUR,1161.0,subscription
976,107,5,2023-09-17,4,149.0,EUR,596.0,subscription
977,99,10,2024-12-25,5,99.0,EUR,495.0,subscription
978,122,4,2024-09-22,9,79.0,EUR,711.0,subscription
979,12,13,2024-10-16,20116,0.004,EUR,80.46,usage
980,85,15,2023-11-19,2,5000.0,EUR,10000.0,project
981,3,2,2024-03-07,1,599.0,EUR,599.0,subscription
982,79,12,2024-04-19,48322,0.005,EUR,241.61,usage
983,85,11,2023-11-13,5,2000.0,EUR,10000.0,project
984,10,5,2024-10-26,4,149.0,EUR,596.0,subscription
985,33,5,2024-05-07,13,149.0,EUR,1937.0,subscription
986,46,11,2023-08-15,5,2000.0,EUR,10000.0,project
987,59,7,2024-02-21,1,399.0,EUR,399.0,subscription
988,52,1,2023-08-17,1,299.0,EUR,299.0,subscription
989,6,4,2024-01-14,8,79.0,EUR,632.0,subscription
990,130,11,2023-09-22,5,2000.0,EUR,10000.0,project
991,29,5,2024-12-24,15,149.0,EUR,2235.0,subscription
992,119,8,2023-12-08,1,499.0,EUR,499.0,subscription
993,97,12,2024-08-31,4283,0.005,EUR,21.41,usage
994,68,15,2023-09-09,4,5000.0,EUR,20000.0,project
995,60,12,2024-12-01,24212,0.005,EUR,121.06,usage
996,124,8,2023-08-21,1,499.0,EUR,499.0,subscription
997,84,1,2023-08-14,1,299.0,EUR,299.0,subscription
998,41,5,2024-04-18,5,149.0,EUR,745.0,subscription
999,113,10,2024-10-07,6,99.0,EUR,594.0,subscription
1000,65,1,2024-07-14,1,299.0,EUR,299.0,subscription
